WKT,address_id,source_dataset,change_id,full_address_number,full_road_name,full_address,territorial_authority,unit_type,unit_value,level_type,level_value,address_number_prefix,address_number,address_number_suffix,address_number_high,road_name_prefix,road_name,road_type_name,road_suffix,water_name,water_body_name,suburb_locality,town_city,address_class,address_lifecycle,gd2000_xcoord,gd2000_ycoord,road_name_ascii,water_name_ascii,water_body_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii,shape_X,shape_Y
POINT (1271152.69042823 5015433.78702169),4958,AIMS,4844,33,Buckingham Street,"33 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,33,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8320936,-44.9384251,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"33 Buckingham Street, Arrowtown",1271152.69,5015433.787
POINT (1270937.51454915 5015289.30579246),4959,AIMS,4845,33,Wiltshire Street,"33 Wiltshire Street, Arrowtown",Queenstown-Lakes District,,,,,,33,,,,Wiltshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8292796,-44.9396228,Wiltshire,,,Arrowtown,Arrowtown,Wiltshire Street,"33 Wiltshire Street, Arrowtown",1270937.515,5015289.306
POINT (1271296.9715754 5015022.6961505),4960,AIMS,4846,33,Merioneth Street,"33 Merioneth Street, Arrowtown",Queenstown-Lakes District,,,,,,33,,,,Merioneth,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8336501,-44.94218262,Merioneth,,,Arrowtown,Arrowtown,Merioneth Street,"33 Merioneth Street, Arrowtown",1271296.972,5015022.696
POINT (1271155.77552075 5015053.20950304),4961,AIMS,4847,34,Caernarvon Street,"34 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,34,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.831885,-44.94184342,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"34 Caernarvon Street, Arrowtown",1271155.776,5015053.21
POINT (1271142.93332601 5015418.65486053),4962,AIMS,4848,34,Buckingham Street,"34 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,34,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8319604,-44.93855645,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"34 Buckingham Street, Arrowtown",1271142.933,5015418.655
POINT (1270952.46109964 5015318.17166684),4963,AIMS,4849,34,Wiltshire Street,"34 Wiltshire Street, Arrowtown",Queenstown-Lakes District,,,,,,34,,,,Wiltshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8294873,-44.93937055,Wiltshire,,,Arrowtown,Arrowtown,Wiltshire Street,"34 Wiltshire Street, Arrowtown",1270952.461,5015318.172
POINT (1271265.52878354 5015019.96058151),4964,AIMS,4850,34,Merioneth Street,"34 Merioneth Street, Arrowtown",Queenstown-Lakes District,,,,,,34,,,,Merioneth,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8332508,-44.94219265,Merioneth,,,Arrowtown,Arrowtown,Merioneth Street,"34 Merioneth Street, Arrowtown",1271265.529,5015019.961
POINT (1270882.84880898 5015029.52464946),4965,AIMS,4851,35,Berkshire Street,"35 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,35,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8284194,-44.94192987,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"35 Berkshire Street, Arrowtown",1270882.849,5015029.525
POINT (1271103.95560297 5014972.90511026),4966,AIMS,4852,35,Kent Street,"35 Kent Street, Arrowtown",Queenstown-Lakes District,,,,,,35,,,,Kent,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8311776,-44.94254045,Kent,,,Arrowtown,Arrowtown,Kent Street,"35 Kent Street, Arrowtown",1271103.956,5014972.905
POINT (1271051.59289597 5014719.95123846),4967,AIMS,4853,35,McDonnell Road,"35 McDonnell Road, Arrowtown",Queenstown-Lakes District,,,,,,35,,,,McDonnell,Road,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.830351,-44.9447873,McDonnell,,,Arrowtown,Arrowtown,McDonnell Road,"35 McDonnell Road, Arrowtown",1271051.593,5014719.951
POINT (1271194.62982753 5015060.18646416),4968,AIMS,4854,35,Caernarvon Street,"35 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,35,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8323807,-44.94179873,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"35 Caernarvon Street, Arrowtown",1271194.63,5015060.186
POINT (1271163.34857583 5015432.10614191),4969,AIMS,4855,35,Buckingham Street,"35 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,35,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8322273,-44.93844512,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"35 Buckingham Street, Arrowtown",1271163.349,5015432.106
POINT (1270858.4262388 5015092.21988372),4970,AIMS,4856,36,Berkshire Street,"36 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,36,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8281515,-44.94135568,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"36 Berkshire Street, Arrowtown",1270858.426,5015092.22
POINT (1271172.52565233 5015038.743855),4971,AIMS,4857,36,Caernarvon Street,"36 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,36,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8320873,-44.94198103,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"36 Caernarvon Street, Arrowtown",1271172.526,5015038.744
POINT (1271148.37676301 5015418.43570545),4972,AIMS,4858,36,Buckingham Street,"36 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,36,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8320291,-44.93856093,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"36 Buckingham Street, Arrowtown",1271148.377,5015418.436
POINT (1270934.62221788 5015316.68663402),4973,AIMS,4859,36,Wiltshire Street,"36 Wiltshire Street, Arrowtown",Queenstown-Lakes District,,,,,,36,,,,Wiltshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8292608,-44.93937563,Wiltshire,,,Arrowtown,Arrowtown,Wiltshire Street,"36 Wiltshire Street, Arrowtown",1270934.622,5015316.687
POINT (1270884.51866373 5015008.70618489),4974,AIMS,4860,37,Berkshire Street,"37 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,37,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8284269,-44.94211755,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"37 Berkshire Street, Arrowtown",1270884.519,5015008.706
POINT (1271093.38241068 5014938.87017022),4975,AIMS,4861,37,Kent Street,"37 Kent Street, Arrowtown",Queenstown-Lakes District,,,,,,37,,,,Kent,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8310218,-44.94284113,Kent,,,Arrowtown,Arrowtown,Kent Street,"37 Kent Street, Arrowtown",1271093.382,5014938.87
POINT (1271058.74885083 5014707.48490928),4976,AIMS,4862,37,McDonnell Road,"37 McDonnell Road, Arrowtown",Queenstown-Lakes District,,,,,,37,,,,McDonnell,Road,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8304333,-44.94490253,McDonnell,,,Arrowtown,Arrowtown,McDonnell Road,"37 McDonnell Road, Arrowtown",1271058.749,5014707.485
POINT (1271204.02063405 5015051.30267191),4977,AIMS,4863,37,Caernarvon Street,"37 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,37,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8324936,-44.94188283,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"37 Caernarvon Street, Arrowtown",1271204.021,5015051.303
POINT (1271174.33893295 5015431.47633968),4978,AIMS,4864,37,Buckingham Street,"37 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,37,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8323658,-44.93845585,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"37 Buckingham Street, Arrowtown",1271174.339,5015431.476
POINT (1270846.01222471 5015052.11950599),4979,AIMS,4865,38,Berkshire Street,"38 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,38,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8279684,-44.94170997,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"38 Berkshire Street, Arrowtown",1270846.012,5015052.12
POINT (1271186.63567908 5015027.747304),4980,AIMS,4866,38,Caernarvon Street,"38 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,38,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8322585,-44.94208628,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"38 Caernarvon Street, Arrowtown",1271186.636,5015027.747
POINT (1271155.15563724 5015416.93942204),4981,AIMS,4867,38,Buckingham Street,"38 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,38,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8321138,-44.9385775,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"38 Buckingham Street, Arrowtown",1271155.156,5015416.939
POINT (1270921.50185391 5015315.46316706),4982,AIMS,4868,38,Wiltshire Street,"38 Wiltshire Street, Arrowtown",Queenstown-Lakes District,,,,,,38,,,,Wiltshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8290942,-44.93938055,Wiltshire,,,Arrowtown,Arrowtown,Wiltshire Street,"38 Wiltshire Street, Arrowtown",1270921.502,5015315.463
POINT (1271087.1744607 5014972.40490045),4983,AIMS,4869,39,Kent Street,"39 Kent Street, Arrowtown",Queenstown-Lakes District,,,,,,39,,,,Kent,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8309652,-44.94253718,Kent,,,Arrowtown,Arrowtown,Kent Street,"39 Kent Street, Arrowtown",1271087.174,5014972.405
POINT (1271218.74618666 5015038.56677511),4984,AIMS,4870,39,Caernarvon Street,"39 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,39,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8326715,-44.94200398,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"39 Caernarvon Street, Arrowtown",1271218.746,5015038.567
POINT (1271184.70770923 5015430.24276316),4985,AIMS,4871,39,Buckingham Street,"39 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,39,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.832496,-44.93847172,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"39 Buckingham Street, Arrowtown",1271184.708,5015430.243
POINT (1270930.26293652 5014953.76998319),4986,AIMS,1558863,3A,McDonnell Road,"3A McDonnell Road, Arrowtown",Queenstown-Lakes District,,,,,,3,A,,,McDonnell,Road,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8289694,-44.94263193,McDonnell,,,Arrowtown,Arrowtown,McDonnell Road,"3A McDonnell Road, Arrowtown",1270930.263,5014953.77
POINT (1270960.18677752 5014936.31844956),4987,AIMS,5113339,3C,McDonnell Road,"3C McDonnell Road, Arrowtown",Queenstown-Lakes District,,,,,,3,C,,,McDonnell,Road,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8293363,-44.94280246,McDonnell,,,Arrowtown,Arrowtown,McDonnell Road,"3C McDonnell Road, Arrowtown",1270960.187,5014936.318
POINT (1270952.04585801 5014909.99787086),4988,AIMS,1558865,3E,McDonnell Road,"3E McDonnell Road, Arrowtown",Queenstown-Lakes District,,,,,,3,E,,,McDonnell,Road,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8292163,-44.943035,McDonnell,,,Arrowtown,Arrowtown,McDonnell Road,"3E McDonnell Road, Arrowtown",1270952.046,5014909.998
POINT (1271215.11599861 5014933.63705581),4989,AIMS,4872,3,Ritchie Street,"3 Ritchie Street, Arrowtown",Queenstown-Lakes District,,,,,,3,,,,Ritchie,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8325573,-44.94294438,Ritchie,,,Arrowtown,Arrowtown,Ritchie Street,"3 Ritchie Street, Arrowtown",1271215.116,5014933.637
POINT (1270946.72502537 5015105.09649587),4990,AIMS,4873,3,Stafford Street,"3 Stafford Street, Arrowtown",Queenstown-Lakes District,,,,,,3,,,,Stafford,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8292761,-44.94128092,Stafford,,,Arrowtown,Arrowtown,Stafford Street,"3 Stafford Street, Arrowtown",1270946.725,5015105.096
POINT (1271180.97236518 5014819.51993816),4991,AIMS,4874,3,Premier Place,"3 Premier Place, Arrowtown",Queenstown-Lakes District,,,,,,3,,,,Premier,Place,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8320514,-44.94395317,Premier,,,Arrowtown,Arrowtown,Premier Place,"3 Premier Place, Arrowtown",1271180.972,5014819.52
POINT (1271239.97499172 5014756.39292028),4992,AIMS,4875,3,Pritchard Place,"3 Pritchard Place, Arrowtown",Queenstown-Lakes District,,,,,,3,,,,Pritchard,Place,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8327563,-44.9445472,Pritchard,,,Arrowtown,Arrowtown,Pritchard Place,"3 Pritchard Place, Arrowtown",1271239.975,5014756.393
POINT (1271234.81402269 5014869.59874076),4993,AIMS,4876,3,Thomson Street,"3 Thomson Street, Arrowtown",Queenstown-Lakes District,,,,,,3,,,,Thomson,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8327647,-44.94352843,Thomson,,,Arrowtown,Arrowtown,Thomson Street,"3 Thomson Street, Arrowtown",1271234.814,5014869.599
POINT (1271054.09446133 5015378.74549338),4994,AIMS,4877,3,Berkshire Street,"3 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,3,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8308115,-44.9388737,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"3 Berkshire Street, Arrowtown",1271054.094,5015378.745
POINT (1270927.76233009 5015420.99114464),4995,AIMS,1535797,3,Villiers Street,"3 Villiers Street, Arrowtown",Queenstown-Lakes District,,,,,,3,,,,Villiers,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.829242,-44.938436,Villiers,,,Arrowtown,Arrowtown,Villiers Street,"3 Villiers Street, Arrowtown",1270927.762,5015420.991
POINT (1270838.17560484 5015146.86549208),4996,AIMS,4878,3,Durham Street,"3 Durham Street, Arrowtown",Queenstown-Lakes District,,,,,,3,,,,Durham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8279311,-44.9408557,Durham,,,Arrowtown,Arrowtown,Durham Street,"3 Durham Street, Arrowtown",1270838.176,5015146.865
POINT (1271275.54597064 5014945.4609225),4997,AIMS,4879,3,Adamson Drive,"3 Adamson Drive, Arrowtown",Queenstown-Lakes District,,,,,,3,,,,Adamson,Drive,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.833329,-44.94286615,Adamson,,,Arrowtown,Arrowtown,Adamson Drive,"3 Adamson Drive, Arrowtown",1271275.546,5014945.461
POINT (1270966.77291362 5015021.3993077),4998,AIMS,4880,3,Derby Street,"3 Derby Street, Arrowtown",Queenstown-Lakes District,,,,,,3,,,,Derby,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.829475,-44.94204163,Derby,,,Arrowtown,Arrowtown,Derby Street,"3 Derby Street, Arrowtown",1270966.773,5015021.399
POINT (1271257.63595076 5015211.89095323),4999,AIMS,4881,3,Denbigh Street,"3 Denbigh Street, Arrowtown",Queenstown-Lakes District,,,,,,3,,,,Denbigh,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8332759,-44.94046582,Denbigh,,,Arrowtown,Arrowtown,Denbigh Street,"3 Denbigh Street, Arrowtown",1271257.636,5015211.891
POINT (1271376.39646016 5014735.1911073),5000,AIMS,4882,3,Fox's Terrace,"3 Fox's Terrace, Arrowtown",Queenstown-Lakes District,,,,,,3,,,,Fox's,Terrace,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8344671,-44.94480058,Fox's,,,Arrowtown,Arrowtown,Fox's Terrace,"3 Fox's Terrace, Arrowtown",1271376.396,5014735.191
POINT (1270848.81342312 5015021.42407485),5001,AIMS,4883,40,Berkshire Street,"40 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,40,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8279838,-44.94198685,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"40 Berkshire Street, Arrowtown",1270848.813,5015021.424
POINT (1271200.75284932 5015015.79135595),5002,AIMS,4884,40,Caernarvon Street,"40 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,40,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8324292,-44.94220015,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"40 Caernarvon Street, Arrowtown",1271200.753,5015015.791
POINT (1270909.39265815 5015316.2892134),5003,AIMS,4885,40,Wiltshire Street,"40 Wiltshire Street, Arrowtown",Queenstown-Lakes District,,,,,,40,,,,Wiltshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8289417,-44.93936753,Wiltshire,,,Arrowtown,Arrowtown,Wiltshire Street,"40 Wiltshire Street, Arrowtown",1270909.393,5015316.289
POINT (1271072.11100857 5014971.31922792),5004,AIMS,4886,41,Kent Street,"41 Kent Street, Arrowtown",Queenstown-Lakes District,,,,,,41,,,,Kent,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.830774,-44.94253997,Kent,,,Arrowtown,Arrowtown,Kent Street,"41 Kent Street, Arrowtown",1271072.111,5014971.319
POINT (1271236.64795991 5015023.31560504),5005,AIMS,4887,41,Caernarvon Street,"41 Caernarvon Street, Arrowtown",Queenstown-Lakes District,,,,,,41,,,,Caernarvon,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8328879,-44.94214918,Caernarvon,,,Arrowtown,Arrowtown,Caernarvon Street,"41 Caernarvon Street, Arrowtown",1271236.648,5015023.316
POINT (1271200.52131012 5015428.5580016),5006,AIMS,4888,41,Buckingham Street,"41 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,41,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8326948,-44.93849415,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"41 Buckingham Street, Arrowtown",1271200.521,5015428.558
POINT (1270856.45477231 5014995.40547096),5007,AIMS,4889,42,Berkshire Street,"42 Berkshire Street, Arrowtown",Queenstown-Lakes District,,,,,,42,,,,Berkshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8280635,-44.94222398,Berkshire,,,Arrowtown,Arrowtown,Berkshire Street,"42 Berkshire Street, Arrowtown",1270856.455,5014995.405
POINT (1271167.91735903 5015414.37552307),5008,AIMS,4890,42,Buckingham Street,"42 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,42,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8322735,-44.93860642,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"42 Buckingham Street, Arrowtown",1271167.917,5015414.376
POINT (1270895.30239164 5015346.28056455),5009,AIMS,4891,42,Wiltshire Street,"42 Wiltshire Street, Arrowtown",Queenstown-Lakes District,,,,,,42,,,,Wiltshire,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8287831,-44.93909175,Wiltshire,,,Arrowtown,Arrowtown,Wiltshire Street,"42 Wiltshire Street, Arrowtown",1270895.302,5015346.281
POINT (1271216.94130468 5015426.77260089),5011,AIMS,4893,43,Buckingham Street,"43 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,43,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8329012,-44.93851777,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"43 Buckingham Street, Arrowtown",1271216.941,5015426.773
POINT (1271231.23665566 5015423.53754087),5012,AIMS,4894,45,Buckingham Street,"45 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,45,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8330798,-44.93855342,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"45 Buckingham Street, Arrowtown",1271231.237,5015423.538
POINT (1271181.89744217 5015411.7072476),5013,AIMS,4895,46,Buckingham Street,"46 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,46,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8324485,-44.93863683,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"46 Buckingham Street, Arrowtown",1271181.897,5015411.707
POINT (1271245.37868375 5015419.92515435),5014,AIMS,4896,47,Buckingham Street,"47 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,47,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8332563,-44.93859238,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"47 Buckingham Street, Arrowtown",1271245.379,5015419.925
POINT (1271195.38644556 5015407.87200086),5015,AIMS,4897,48,Buckingham Street,"48 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,48,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8326165,-44.9386775,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"48 Buckingham Street, Arrowtown",1271195.386,5015407.872
POINT (1271258.87311349 5015415.29182173),5016,AIMS,4898,49,Buckingham Street,"49 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,49,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8334238,-44.93864022,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"49 Buckingham Street, Arrowtown",1271258.873,5015415.292
POINT (1271231.54870342 5014910.16648456),5017,AIMS,4899,4,Ritchie Street,"4 Ritchie Street, Arrowtown",Queenstown-Lakes District,,,,,,4,,,,Ritchie,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8327498,-44.9431627,Ritchie,,,Arrowtown,Arrowtown,Ritchie Street,"4 Ritchie Street, Arrowtown",1271231.549,5014910.166
POINT (1270903.92297178 5015063.44573714),5018,AIMS,4900,4,Stafford Street,"4 Stafford Street, Arrowtown",Queenstown-Lakes District,,,,,,4,,,,Stafford,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8287079,-44.94163507,Stafford,,,Arrowtown,Arrowtown,Stafford Street,"4 Stafford Street, Arrowtown",1270903.923,5015063.446
POINT (1271209.49825419 5015282.23827601),5019,AIMS,4901,4,Hertford Street,"4 Hertford Street, Arrowtown",Queenstown-Lakes District,,,,,,4,,,,Hertford,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8327131,-44.93981198,Hertford,,,Arrowtown,Arrowtown,Hertford Street,"4 Hertford Street, Arrowtown",1271209.498,5015282.238
POINT (1271167.12202126 5014810.9341212),5020,AIMS,4902,4,Premier Place,"4 Premier Place, Arrowtown",Queenstown-Lakes District,,,,,,4,,,,Premier,Place,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8318707,-44.94402385,Premier,,,Arrowtown,Arrowtown,Premier Place,"4 Premier Place, Arrowtown",1271167.122,5014810.934
POINT (1270925.81266924 5015456.6827441),5021,AIMS,2822876,4,Buckingham Street,"4 Buckingham Street, Arrowtown",Queenstown-Lakes District,,,,,,4,,,,Buckingham,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8292406,-44.93811465,Buckingham,,,Arrowtown,Arrowtown,Buckingham Street,"4 Buckingham Street, Arrowtown",1270925.813,5015456.683
POINT (1271381.71969897 5015434.54144216),5023,AIMS,4905,4,Merioneth Street,"4 Merioneth Street, Arrowtown",Queenstown-Lakes District,,,,,,4,,,,Merioneth,Street,,,,Arrowtown,Arrowtown,Thoroughfare,Current,168.8349892,-44.93852413,Merioneth,,,Arrowtown,Arrowtown,Merioneth Street,"4 Merioneth Street, Arrowtown",1271381.72,5015434.541
